title,line number,line,itemized,itemized_no_punc,annotated,annotated_no_punc
Sonnet LXIX,7,By seeing farther than the eye hath shown.,"('by', 'seeing', 'farther', 'than', 'the', 'eye', 'hath', 'shown', '.')","('by', 'seeing', 'farther', 'than', 'the', 'eye', 'hath', 'shown', '')","(('by', 1), ('seeing', 2), ('farther', 2), ('than', 1), ('the', 1), ('eye', 1), ('hath', 1), ('shown', 1), ('.', 0))","(('by', 1), ('seeing', 2), ('farther', 2), ('than', 1), ('the', 1), ('eye', 1), ('hath', 1), ('shown', 1), ('', None))"
Sonnet LXIX,8,"They look into the beauty of thy mind,","('they', 'look', 'into', 'the', 'beauty', 'of', 'thy', 'mind', ',')","('they', 'look', 'into', 'the', 'beauty', 'of', 'thy', 'mind', '')","(('they', 1), ('look', 1), ('into', 2), ('the', 1), ('beauty', 2), ('of', 1), ('thy', 1), ('mind', 1), (',', 0))","(('they', 1), ('look', 1), ('into', 2), ('the', 1), ('beauty', 2), ('of', 1), ('thy', 1), ('mind', 1), ('', None))"
Sonnet LXIX,9,"And that, in guess, they measure by thy deeds;","('and', 'that', ',', 'in', 'guess', ',', 'they', 'measure', 'by', 'thy', 'deeds', ';')","('and', 'that', '', 'in', 'guess', '', 'they', 'measure', 'by', 'thy', 'deeds;')","(('and', 1), ('that', 1), (',', 0), ('in', 1), ('guess', 1), (',', 0), ('they', 1), ('measure', 2), ('by', 1), ('thy', 1), ('deeds', 1), (';', 0))","(('and', 1), ('that', 1), ('', None), ('in', 1), ('guess', 1), ('', None), ('they', 1), ('measure', 2), ('by', 1), ('thy', 1), ('deeds;', None))"
Sonnet LXIX,10,"Then, churls, their thoughts, although their eyes were kind,","('then', ',', 'churls', ',', 'their', 'thoughts', ',', 'although', 'their', 'eyes', 'were', 'kind', ',')","('then', '', 'churls', '', 'their', 'thoughts', '', 'although', 'their', 'eyes', 'were', 'kind', '')","(('then', 1), (',', 0), ('churls', None), (',', 0), ('their', 1), ('thoughts', 1), (',', 0), ('although', 2), ('their', 1), ('eyes', 1), ('were', 1), ('kind', 1), (',', 0))","(('then', 1), ('', None), ('churls', None), ('', None), ('their', 1), ('thoughts', 1), ('', None), ('although', 2), ('their', 1), ('eyes', 1), ('were', 1), ('kind', 1), ('', None))"
Sonnet LXIX,11,To thy fair flower add the rank smell of weeds:,"('to', 'thy', 'fair', 'flower', 'add', 'the', 'rank', 'smell', 'of', 'weeds', ':')","('to', 'thy', 'fair', 'flower', 'add', 'the', 'rank', 'smell', 'of', 'weeds', '')","(('to', 1), ('thy', 1), ('fair', 1), ('flower', 2), ('add', 1), ('the', 1), ('rank', 1), ('smell', 1), ('of', 1), ('weeds', 1), (':', None))","(('to', 1), ('thy', 1), ('fair', 1), ('flower', 2), ('add', 1), ('the', 1), ('rank', 1), ('smell', 1), ('of', 1), ('weeds', 1), ('', None))"
Sonnet LXIX,12,"  But why thy odour matcheth not thy show,","('but', 'why', 'thy', 'odour', 'matcheth', 'not', 'thy', 'show', ',')","('', '', 'but', 'why', 'thy', 'odour', 'matcheth', 'not', 'thy', 'show', '')","(('but', 1), ('why', 1), ('thy', 1), ('odour', 2), ('matcheth', None), ('not', 1), ('thy', 1), ('show', 1), (',', 0))","(('', None), ('', None), ('but', 1), ('why', 1), ('thy', 1), ('odour', 2), ('matcheth', None), ('not', 1), ('thy', 1), ('show', 1), ('', None))"
Sonnet LXIX,13,"  The solve is this, that thou dost common grow.","('the', 'solve', 'is', 'this', ',', 'that', 'thou', 'dost', 'common', 'grow', '.')","('', '', 'the', 'solve', 'is', 'this', '', 'that', 'thou', 'dost', 'common', 'grow', '')","(('the', 1), ('solve', 1), ('is', 1), ('this', 1), (',', 0), ('that', 1), ('thou', 1), ('dost', 1), ('common', 2), ('grow', 1), ('.', 0))","(('', None), ('', None), ('the', 1), ('solve', 1), ('is', 1), ('this', 1), ('', None), ('that', 1), ('thou', 1), ('dost', 1), ('common', 2), ('grow', 1), ('', None))"
Sonnet LXX,0,"That thou art blamed shall not be thy defect,","('that', 'thou', 'art', 'blamed', 'shall', 'not', 'be', 'thy', 'defect', ',')","('that', 'thou', 'art', 'blamed', 'shall', 'not', 'be', 'thy', 'defect', '')","(('that', 1), ('thou', 1), ('art', 1), ('blamed', 1), ('shall', 1), ('not', 1), ('be', 1), ('thy', 1), ('defect', 2), (',', 0))","(('that', 1), ('thou', 1), ('art', 1), ('blamed', 1), ('shall', 1), ('not', 1), ('be', 1), ('thy', 1), ('defect', 2), ('', None))"
Sonnet LXX,1,For slander's mark was ever yet the fair;,"('for', ""slander's"", 'mark', 'was', 'ever', 'yet', 'the', 'fair', ';')","('for', ""slander's"", 'mark', 'was', 'ever', 'yet', 'the', 'fair;')","(('for', 1), (""slander's"", None), ('mark', 1), ('was', 1), ('ever', 2), ('yet', 1), ('the', 1), ('fair', 1), (';', 0))","(('for', 1), (""slander's"", None), ('mark', 1), ('was', 1), ('ever', 2), ('yet', 1), ('the', 1), ('fair;', None))"
Sonnet LXX,2,"The ornament of beauty is suspect,","('the', 'ornament', 'of', 'beauty', 'is', 'suspect', ',')","('the', 'ornament', 'of', 'beauty', 'is', 'suspect', '')","(('the', 1), ('ornament', 3), ('of', 1), ('beauty', 2), ('is', 1), ('suspect', 2), (',', 0))","(('the', 1), ('ornament', 3), ('of', 1), ('beauty', 2), ('is', 1), ('suspect', 2), ('', None))"
Sonnet LXX,3,A crow that flies in heaven's sweetest air.,"('a', 'crow', 'that', 'flies', 'in', ""heaven's"", 'sweetest', 'air', '.')","('a', 'crow', 'that', 'flies', 'in', ""heaven's"", 'sweetest', 'air', '')","(('a', 1), ('crow', 1), ('that', 1), ('flies', 1), ('in', 1), (""heaven's"", 2), ('sweetest', 2), ('air', 1), ('.', 0))","(('a', 1), ('crow', 1), ('that', 1), ('flies', 1), ('in', 1), (""heaven's"", 2), ('sweetest', 2), ('air', 1), ('', None))"
Sonnet LXX,4,"So thou be good, slander doth but approve","('so', 'thou', 'be', 'good', ',', 'slander', 'doth', 'but', 'approve')","('so', 'thou', 'be', 'good', '', 'slander', 'doth', 'but', 'approve')","(('so', 1), ('thou', 1), ('be', 1), ('good', 1), (',', 0), ('slander', 2), ('doth', 1), ('but', 1), ('approve', 2))","(('so', 1), ('thou', 1), ('be', 1), ('good', 1), ('', None), ('slander', 2), ('doth', 1), ('but', 1), ('approve', 2))"
Sonnet LXX,5,"Thy worth the greater, being woo'd of time;","('thy', 'worth', 'the', 'greater', ',', 'being', ""woo'd"", 'of', 'time', ';')","('thy', 'worth', 'the', 'greater', '', 'being', ""woo'd"", 'of', 'time;')","(('thy', 1), ('worth', 1), ('the', 1), ('greater', 2), (',', 0), ('being', 2), (""woo'd"", None), ('of', 1), ('time', 1), (';', 0))","(('thy', 1), ('worth', 1), ('the', 1), ('greater', 2), ('', None), ('being', 2), (""woo'd"", None), ('of', 1), ('time;', None))"
Sonnet LXX,6,"For canker vice the sweetest buds doth love,","('for', 'canker', 'vice', 'the', 'sweetest', 'buds', 'doth', 'love', ',')","('for', 'canker', 'vice', 'the', 'sweetest', 'buds', 'doth', 'love', '')","(('for', 1), ('canker', 2), ('vice', 1), ('the', 1), ('sweetest', 2), ('buds', 1), ('doth', 1), ('love', 1), (',', 0))","(('for', 1), ('canker', 2), ('vice', 1), ('the', 1), ('sweetest', 2), ('buds', 1), ('doth', 1), ('love', 1), ('', None))"
Sonnet LXX,7,And thou present'st a pure unstained prime.,"('and', 'thou', ""present'st"", 'a', 'pure', 'unstained', 'prime', '.')","('and', 'thou', ""present'st"", 'a', 'pure', 'unstained', 'prime', '')","(('and', 1), ('thou', 1), (""present'st"", None), ('a', 1), ('pure', 1), ('unstained', 2), ('prime', 1), ('.', 0))","(('and', 1), ('thou', 1), (""present'st"", None), ('a', 1), ('pure', 1), ('unstained', 2), ('prime', 1), ('', None))"
Sonnet LXX,8,"Thou hast pass'd by the ambush of young days,","('thou', 'hast', ""pass'd"", 'by', 'the', 'ambush', 'of', 'young', 'days', ',')","('thou', 'hast', ""pass'd"", 'by', 'the', 'ambush', 'of', 'young', 'days', '')","(('thou', 1), ('hast', 1), (""pass'd"", None), ('by', 1), ('the', 1), ('ambush', 2), ('of', 1), ('young', 1), ('days', 1), (',', 0))","(('thou', 1), ('hast', 1), (""pass'd"", None), ('by', 1), ('the', 1), ('ambush', 2), ('of', 1), ('young', 1), ('days', 1), ('', None))"
Sonnet LXX,9,Either not assail'd or victor being charged;,"('either', 'not', ""assail'd"", 'or', 'victor', 'being', 'charged', ';')","('either', 'not', ""assail'd"", 'or', 'victor', 'being', 'charged;')","(('either', 2), ('not', 1), (""assail'd"", None), ('or', 1), ('victor', 2), ('being', 2), ('charged', 1), (';', 0))","(('either', 2), ('not', 1), (""assail'd"", None), ('or', 1), ('victor', 2), ('being', 2), ('charged;', None))"
Sonnet LXX,10,"Yet this thy praise cannot be so thy praise,","('yet', 'this', 'thy', 'praise', 'cannot', 'be', 'so', 'thy', 'praise', ',')","('yet', 'this', 'thy', 'praise', 'cannot', 'be', 'so', 'thy', 'praise', '')","(('yet', 1), ('this', 1), ('thy', 1), ('praise', 1), ('cannot', 2), ('be', 1), ('so', 1), ('thy', 1), ('praise', 1), (',', 0))","(('yet', 1), ('this', 1), ('thy', 1), ('praise', 1), ('cannot', 2), ('be', 1), ('so', 1), ('thy', 1), ('praise', 1), ('', None))"
Sonnet LXX,11,To tie up envy evermore enlarged:,"('to', 'tie', 'up', 'envy', 'evermore', 'enlarged', ':')","('to', 'tie', 'up', 'envy', 'evermore', 'enlarged', '')","(('to', 1), ('tie', 1), ('up', 1), ('envy', 2), ('evermore', 3), ('enlarged', 2), (':', None))","(('to', 1), ('tie', 1), ('up', 1), ('envy', 2), ('evermore', 3), ('enlarged', 2), ('', None))"
Sonnet LXX,12,"  If some suspect of ill mask'd not thy show,","('if', 'some', 'suspect', 'of', 'ill', ""mask'd"", 'not', 'thy', 'show', ',')","('', '', 'if', 'some', 'suspect', 'of', 'ill', ""mask'd"", 'not', 'thy', 'show', '')","(('if', 1), ('some', 1), ('suspect', 2), ('of', 1), ('ill', 1), (""mask'd"", None), ('not', 1), ('thy', 1), ('show', 1), (',', 0))","(('', None), ('', None), ('if', 1), ('some', 1), ('suspect', 2), ('of', 1), ('ill', 1), (""mask'd"", None), ('not', 1), ('thy', 1), ('show', 1), ('', None))"
Sonnet LXX,13,  Then thou alone kingdoms of hearts shouldst owe.,"('then', 'thou', 'alone', 'kingdoms', 'of', 'hearts', 'shouldst', 'owe', '.')","('', '', 'then', 'thou', 'alone', 'kingdoms', 'of', 'hearts', 'shouldst', 'owe', '')","(('then', 1), ('thou', 1), ('alone', 2), ('kingdoms', 2), ('of', 1), ('hearts', 1), ('shouldst', None), ('owe', 1), ('.', 0))","(('', None), ('', None), ('then', 1), ('thou', 1), ('alone', 2), ('kingdoms', 2), ('of', 1), ('hearts', 1), ('shouldst', None), ('owe', 1), ('', None))"
Sonnet LXXI,0,No longer mourn for me when I am dead,"('no', 'longer', 'mourn', 'for', 'me', 'when', 'i', 'am', 'dead')","('no', 'longer', 'mourn', 'for', 'me', 'when', 'i', 'am', 'dead')","(('no', 1), ('longer', 2), ('mourn', 1), ('for', 1), ('me', 1), ('when', 1), ('i', 1), ('am', 1), ('dead', 1))","(('no', 1), ('longer', 2), ('mourn', 1), ('for', 1), ('me', 1), ('when', 1), ('i', 1), ('am', 1), ('dead', 1))"
Sonnet LXXI,1,Then you shall hear the surly sullen bell,"('then', 'you', 'shall', 'hear', 'the', 'surly', 'sullen', 'bell')","('then', 'you', 'shall', 'hear', 'the', 'surly', 'sullen', 'bell')","(('then', 1), ('you', 1), ('shall', 1), ('hear', 1), ('the', 1), ('surly', 2), ('sullen', 2), ('bell', 1))","(('then', 1), ('you', 1), ('shall', 1), ('hear', 1), ('the', 1), ('surly', 2), ('sullen', 2), ('bell', 1))"
Sonnet LXXI,2,Give warning to the world that I am fled,"('give', 'warning', 'to', 'the', 'world', 'that', 'i', 'am', 'fled')","('give', 'warning', 'to', 'the', 'world', 'that', 'i', 'am', 'fled')","(('give', 1), ('warning', 2), ('to', 1), ('the', 1), ('world', 1), ('that', 1), ('i', 1), ('am', 1), ('fled', 1))","(('give', 1), ('warning', 2), ('to', 1), ('the', 1), ('world', 1), ('that', 1), ('i', 1), ('am', 1), ('fled', 1))"
Sonnet LXXI,3,"From this vile world, with vilest worms to dwell:","('from', 'this', 'vile', 'world', ',', 'with', 'vilest', 'worms', 'to', 'dwell', ':')","('from', 'this', 'vile', 'world', '', 'with', 'vilest', 'worms', 'to', 'dwell', '')","(('from', 1), ('this', 1), ('vile', 1), ('world', 1), (',', 0), ('with', 1), ('vilest', None), ('worms', 1), ('to', 1), ('dwell', 1), (':', None))","(('from', 1), ('this', 1), ('vile', 1), ('world', 1), ('', None), ('with', 1), ('vilest', None), ('worms', 1), ('to', 1), ('dwell', 1), ('', None))"
Sonnet LXXI,4,"Nay, if you read this line, remember not","('nay', ',', 'if', 'you', 'read', 'this', 'line', ',', 'remember', 'not')","('nay', '', 'if', 'you', 'read', 'this', 'line', '', 'remember', 'not')","(('nay', 1), (',', 0), ('if', 1), ('you', 1), ('read', 1), ('this', 1), ('line', 1), (',', 0), ('remember', 3), ('not', 1))","(('nay', 1), ('', None), ('if', 1), ('you', 1), ('read', 1), ('this', 1), ('line', 1), ('', None), ('remember', 3), ('not', 1))"
Sonnet LXXI,5,The hand that writ it; for I love you so,"('the', 'hand', 'that', 'writ', 'it', ';', 'for', 'i', 'love', 'you', 'so')","('the', 'hand', 'that', 'writ', 'it;', 'for', 'i', 'love', 'you', 'so')","(('the', 1), ('hand', 1), ('that', 1), ('writ', 1), ('it', 1), (';', 0), ('for', 1), ('i', 1), ('love', 1), ('you', 1), ('so', 1))","(('the', 1), ('hand', 1), ('that', 1), ('writ', 1), ('it;', None), ('for', 1), ('i', 1), ('love', 1), ('you', 1), ('so', 1))"
Sonnet LXXI,6,That I in your sweet thoughts would be forgot,"('that', 'i', 'in', 'your', 'sweet', 'thoughts', 'would', 'be', 'forgot')","('that', 'i', 'in', 'your', 'sweet', 'thoughts', 'would', 'be', 'forgot')","(('that', 1), ('i', 1), ('in', 1), ('your', 1), ('sweet', 1), ('thoughts', 1), ('would', 1), ('be', 1), ('forgot', 2))","(('that', 1), ('i', 1), ('in', 1), ('your', 1), ('sweet', 1), ('thoughts', 1), ('would', 1), ('be', 1), ('forgot', 2))"
Sonnet LXXI,7,If thinking on me then should make you woe.,"('if', 'thinking', 'on', 'me', 'then', 'should', 'make', 'you', 'woe', '.')","('if', 'thinking', 'on', 'me', 'then', 'should', 'make', 'you', 'woe', '')","(('if', 1), ('thinking', 2), ('on', 1), ('me', 1), ('then', 1), ('should', 1), ('make', 1), ('you', 1), ('woe', 1), ('.', 0))","(('if', 1), ('thinking', 2), ('on', 1), ('me', 1), ('then', 1), ('should', 1), ('make', 1), ('you', 1), ('woe', 1), ('', None))"
Sonnet LXXI,8,"O, if, I say, you look upon this verse","('o', ',', 'if', ',', 'i', 'say', ',', 'you', 'look', 'upon', 'this', 'verse')","('o', '', 'if', '', 'i', 'say', '', 'you', 'look', 'upon', 'this', 'verse')","(('o', 1), (',', 0), ('if', 1), (',', 0), ('i', 1), ('say', 1), (',', 0), ('you', 1), ('look', 1), ('upon', 2), ('this', 1), ('verse', 1))","(('o', 1), ('', None), ('if', 1), ('', None), ('i', 1), ('say', 1), ('', None), ('you', 1), ('look', 1), ('upon', 2), ('this', 1), ('verse', 1))"
Sonnet LXXI,9,"When I perhaps compounded am with clay,","('when', 'i', 'perhaps', 'compounded', 'am', 'with', 'clay', ',')","('when', 'i', 'perhaps', 'compounded', 'am', 'with', 'clay', '')","(('when', 1), ('i', 1), ('perhaps', 2), ('compounded', 3), ('am', 1), ('with', 1), ('clay', 1), (',', 0))","(('when', 1), ('i', 1), ('perhaps', 2), ('compounded', 3), ('am', 1), ('with', 1), ('clay', 1), ('', None))"
Sonnet LXXI,10,Do not so much as my poor name rehearse.,"('do', 'not', 'so', 'much', 'as', 'my', 'poor', 'name', 'rehearse', '.')","('do', 'not', 'so', 'much', 'as', 'my', 'poor', 'name', 'rehearse', '')","(('do', 1), ('not', 1), ('so', 1), ('much', 1), ('as', 1), ('my', 1), ('poor', 1), ('name', 1), ('rehearse', 2), ('.', 0))","(('do', 1), ('not', 1), ('so', 1), ('much', 1), ('as', 1), ('my', 1), ('poor', 1), ('name', 1), ('rehearse', 2), ('', None))"
Sonnet LXXI,11,"But let your love even with my life decay,","('but', 'let', 'your', 'love', 'even', 'with', 'my', 'life', 'decay', ',')","('but', 'let', 'your', 'love', 'even', 'with', 'my', 'life', 'decay', '')","(('but', 1), ('let', 1), ('your', 1), ('love', 1), ('even', 2), ('with', 1), ('my', 1), ('life', 1), ('decay', 2), (',', 0))","(('but', 1), ('let', 1), ('your', 1), ('love', 1), ('even', 2), ('with', 1), ('my', 1), ('life', 1), ('decay', 2), ('', None))"
Sonnet LXXI,12,  Lest the wise world should look into your moan,"('lest', 'the', 'wise', 'world', 'should', 'look', 'into', 'your', 'moan')","('', '', 'lest', 'the', 'wise', 'world', 'should', 'look', 'into', 'your', 'moan')","(('lest', 1), ('the', 1), ('wise', 1), ('world', 1), ('should', 1), ('look', 1), ('into', 2), ('your', 1), ('moan', 1))","(('', None), ('', None), ('lest', 1), ('the', 1), ('wise', 1), ('world', 1), ('should', 1), ('look', 1), ('into', 2), ('your', 1), ('moan', 1))"
Sonnet LXXI,13,  And mock you with me after I am gone.,"('and', 'mock', 'you', 'with', 'me', 'after', 'i', 'am', 'gone', '.')","('', '', 'and', 'mock', 'you', 'with', 'me', 'after', 'i', 'am', 'gone', '')","(('and', 1), ('mock', 1), ('you', 1), ('with', 1), ('me', 1), ('after', 2), ('i', 1), ('am', 1), ('gone', 1), ('.', 0))","(('', None), ('', None), ('and', 1), ('mock', 1), ('you', 1), ('with', 1), ('me', 1), ('after', 2), ('i', 1), ('am', 1), ('gone', 1), ('', None))"
Sonnet LXXII,0,"O, lest the world should task you to recite","('o', ',', 'lest', 'the', 'world', 'should', 'task', 'you', 'to', 'recite')","('o', '', 'lest', 'the', 'world', 'should', 'task', 'you', 'to', 'recite')","(('o', 1), (',', 0), ('lest', 1), ('the', 1), ('world', 1), ('should', 1), ('task', 1), ('you', 1), ('to', 1), ('recite', 2))","(('o', 1), ('', None), ('lest', 1), ('the', 1), ('world', 1), ('should', 1), ('task', 1), ('you', 1), ('to', 1), ('recite', 2))"
Sonnet LXXII,1,"What merit lived in me, that you should love","('what', 'merit', 'lived', 'in', 'me', ',', 'that', 'you', 'should', 'love')","('what', 'merit', 'lived', 'in', 'me', '', 'that', 'you', 'should', 'love')","(('what', 1), ('merit', 2), ('lived', 1), ('in', 1), ('me', 1), (',', 0), ('that', 1), ('you', 1), ('should', 1), ('love', 1))","(('what', 1), ('merit', 2), ('lived', 1), ('in', 1), ('me', 1), ('', None), ('that', 1), ('you', 1), ('should', 1), ('love', 1))"
Sonnet LXXII,2,"After my death, dear love, forget me quite,","('after', 'my', 'death', ',', 'dear', 'love', ',', 'forget', 'me', 'quite', ',')","('after', 'my', 'death', '', 'dear', 'love', '', 'forget', 'me', 'quite', '')","(('after', 2), ('my', 1), ('death', 1), (',', 0), ('dear', 1), ('love', 1), (',', 0), ('forget', 2), ('me', 1), ('quite', 1), (',', 0))","(('after', 2), ('my', 1), ('death', 1), ('', None), ('dear', 1), ('love', 1), ('', None), ('forget', 2), ('me', 1), ('quite', 1), ('', None))"
Sonnet LXXII,3,For you in me can nothing worthy prove;,"('for', 'you', 'in', 'me', 'can', 'nothing', 'worthy', 'prove', ';')","('for', 'you', 'in', 'me', 'can', 'nothing', 'worthy', 'prove;')","(('for', 1), ('you', 1), ('in', 1), ('me', 1), ('can', 1), ('nothing', 2), ('worthy', 2), ('prove', 1), (';', 0))","(('for', 1), ('you', 1), ('in', 1), ('me', 1), ('can', 1), ('nothing', 2), ('worthy', 2), ('prove;', None))"
Sonnet LXXII,4,"Unless you would devise some virtuous lie,","('unless', 'you', 'would', 'devise', 'some', 'virtuous', 'lie', ',')","('unless', 'you', 'would', 'devise', 'some', 'virtuous', 'lie', '')","(('unless', 2), ('you', 1), ('would', 1), ('devise', 2), ('some', 1), ('virtuous', 3), ('lie', 1), (',', 0))","(('unless', 2), ('you', 1), ('would', 1), ('devise', 2), ('some', 1), ('virtuous', 3), ('lie', 1), ('', None))"
Sonnet LXXII,5,"To do more for me than mine own desert,","('to', 'do', 'more', 'for', 'me', 'than', 'mine', 'own', 'desert', ',')","('to', 'do', 'more', 'for', 'me', 'than', 'mine', 'own', 'desert', '')","(('to', 1), ('do', 1), ('more', 1), ('for', 1), ('me', 1), ('than', 1), ('mine', 1), ('own', 1), ('desert', 2), (',', 0))","(('to', 1), ('do', 1), ('more', 1), ('for', 1), ('me', 1), ('than', 1), ('mine', 1), ('own', 1), ('desert', 2), ('', None))"
