previous_word,one_word,one_word_next,two_word,two_word_next,three_gram,three_word_next
"('didst', None)","('thou', 1)","('steal', 1)","(('thou', 'steal'), None)","('thy', 1)","(('thou', 'steal', 'thy'), None)","('sweet', 1)"
"('thou', 1)","('steal', 1)","('thy', 1)","(('steal', 'thy'), None)","('sweet', 1)","(('steal', 'thy', 'sweet'), None)","('that', 1)"
"('steal', 1)","('thy', 1)","('sweet', 1)","(('thy', 'sweet'), None)","('that', 1)","(('thy', 'sweet', 'that'), None)","('smells', 1)"
"('thy', 1)","('sweet', 1)","('that', 1)","(('sweet', 'that'), None)","('smells', 1)","(('sweet', 'that', 'smells'), None)","(',', 0)"
"('sweet', 1)","('that', 1)","('smells', 1)","(('that', 'smells'), None)","(',', 0)","(('that', 'smells', ','), None)","('\n', 0)"
"('that', 1)","('smells', 1)","(',', 0)","(('smells', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('smells', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('if', 1)","('not', 1)","(('if', 'not'), None)","('from', 1)","(('if', 'not', 'from'), None)","('my', 1)"
"('if', 1)","('not', 1)","('from', 1)","(('not', 'from'), None)","('my', 1)","(('not', 'from', 'my'), None)","(""love's"", 1)"
"('not', 1)","('from', 1)","('my', 1)","(('from', 'my'), None)","(""love's"", 1)","(('from', 'my', ""love's""), None)","('breath', 1)"
"('from', 1)","('my', 1)","(""love's"", 1)","(('my', ""love's""), None)","('breath', 1)","(('my', ""love's"", 'breath'), None)","('?', None)"
"('my', 1)","(""love's"", 1)","('breath', 1)","((""love's"", 'breath'), None)","('?', None)","((""love's"", 'breath', '?'), None)","('the', 1)"
"(""love's"", 1)","('breath', 1)","('?', None)","(('breath', '?'), None)","('the', 1)","(('breath', '?', 'the'), None)","('purple', 2)"
"('breath', 1)","('?', None)","('the', 1)","(('?', 'the'), None)","('purple', 2)","(('?', 'the', 'purple'), None)","('pride', 1)"
"('?', None)","('the', 1)","('purple', 2)","(('the', 'purple'), None)","('pride', 1)","(('the', 'purple', 'pride'), None)","('\n', 0)"
"('the', 1)","('purple', 2)","('pride', 1)","(('purple', 'pride'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('purple', 2)","('pride', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('which', 1)","('on', 1)","(('which', 'on'), None)","('thy', 1)","(('which', 'on', 'thy'), None)","('soft', 1)"
"('which', 1)","('on', 1)","('thy', 1)","(('on', 'thy'), None)","('soft', 1)","(('on', 'thy', 'soft'), None)","('cheek', 1)"
"('on', 1)","('thy', 1)","('soft', 1)","(('thy', 'soft'), None)","('cheek', 1)","(('thy', 'soft', 'cheek'), None)","('for', 1)"
"('thy', 1)","('soft', 1)","('cheek', 1)","(('soft', 'cheek'), None)","('for', 1)","(('soft', 'cheek', 'for'), None)","('complexion', 3)"
"('soft', 1)","('cheek', 1)","('for', 1)","(('cheek', 'for'), None)","('complexion', 3)","(('cheek', 'for', 'complexion'), None)","('dwells', 1)"
"('cheek', 1)","('for', 1)","('complexion', 3)","(('for', 'complexion'), None)","('dwells', 1)","(('for', 'complexion', 'dwells'), None)","('\n', 0)"
"('for', 1)","('complexion', 3)","('dwells', 1)","(('complexion', 'dwells'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('complexion', 3)","('dwells', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('in', 1)","('my', 1)","(('in', 'my'), None)","(""love's"", 1)","(('in', 'my', ""love's""), None)","('veins', 1)"
"('in', 1)","('my', 1)","(""love's"", 1)","(('my', ""love's""), None)","('veins', 1)","(('my', ""love's"", 'veins'), None)","('thou', 1)"
"('my', 1)","(""love's"", 1)","('veins', 1)","((""love's"", 'veins'), None)","('thou', 1)","((""love's"", 'veins', 'thou'), None)","('hast', 1)"
"(""love's"", 1)","('veins', 1)","('thou', 1)","(('veins', 'thou'), None)","('hast', 1)","(('veins', 'thou', 'hast'), None)","('too', 1)"
"('veins', 1)","('thou', 1)","('hast', 1)","(('thou', 'hast'), None)","('too', 1)","(('thou', 'hast', 'too'), None)","('grossly', 2)"
"('thou', 1)","('hast', 1)","('too', 1)","(('hast', 'too'), None)","('grossly', 2)","(('hast', 'too', 'grossly'), None)","('dyed', 1)"
"('hast', 1)","('too', 1)","('grossly', 2)","(('too', 'grossly'), None)","('dyed', 1)","(('too', 'grossly', 'dyed'), None)","('.', 0)"
"('too', 1)","('grossly', 2)","('dyed', 1)","(('grossly', 'dyed'), None)","('.', 0)","(('grossly', 'dyed', '.'), None)","('\n', 0)"
"('grossly', 2)","('dyed', 1)","('.', 0)","(('dyed', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('dyed', 1)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('the', 1)","('lily', 2)","(('the', 'lily'), None)","('i', 1)","(('the', 'lily', 'i'), None)","('condemned', 2)"
"('the', 1)","('lily', 2)","('i', 1)","(('lily', 'i'), None)","('condemned', 2)","(('lily', 'i', 'condemned'), None)","('for', 1)"
"('lily', 2)","('i', 1)","('condemned', 2)","(('i', 'condemned'), None)","('for', 1)","(('i', 'condemned', 'for'), None)","('thy', 1)"
"('i', 1)","('condemned', 2)","('for', 1)","(('condemned', 'for'), None)","('thy', 1)","(('condemned', 'for', 'thy'), None)","('hand', 1)"
"('condemned', 2)","('for', 1)","('thy', 1)","(('for', 'thy'), None)","('hand', 1)","(('for', 'thy', 'hand'), None)","(',', 0)"
"('for', 1)","('thy', 1)","('hand', 1)","(('thy', 'hand'), None)","(',', 0)","(('thy', 'hand', ','), None)","('\n', 0)"
"('thy', 1)","('hand', 1)","(',', 0)","(('hand', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('hand', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('and', 1)","('buds', 1)","(('and', 'buds'), None)","('of', 1)","(('and', 'buds', 'of'), None)","('marjoram', 3)"
"('and', 1)","('buds', 1)","('of', 1)","(('buds', 'of'), None)","('marjoram', 3)","(('buds', 'of', 'marjoram'), None)","('had', 1)"
"('buds', 1)","('of', 1)","('marjoram', 3)","(('of', 'marjoram'), None)","('had', 1)","(('of', 'marjoram', 'had'), None)","(""stol'n"", None)"
"('of', 1)","('marjoram', 3)","('had', 1)","(('marjoram', 'had'), None)","(""stol'n"", None)","(('marjoram', 'had', ""stol'n""), None)","('thy', 1)"
"('marjoram', 3)","('had', 1)","(""stol'n"", None)","(('had', ""stol'n""), None)","('thy', 1)","(('had', ""stol'n"", 'thy'), None)","('hair', 1)"
"('had', 1)","(""stol'n"", None)","('thy', 1)","((""stol'n"", 'thy'), None)","('hair', 1)","((""stol'n"", 'thy', 'hair'), None)","(':', None)"
"(""stol'n"", None)","('thy', 1)","('hair', 1)","(('thy', 'hair'), None)","(':', None)","(('thy', 'hair', ':'), None)","('\n', 0)"
"('thy', 1)","('hair', 1)","(':', None)","(('hair', ':'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('hair', 1)","(':', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('the', 1)","('roses', 2)","(('the', 'roses'), None)","('fearfully', None)","(('the', 'roses', 'fearfully'), None)","('on', 1)"
"('the', 1)","('roses', 2)","('fearfully', None)","(('roses', 'fearfully'), None)","('on', 1)","(('roses', 'fearfully', 'on'), None)","('thorns', 1)"
"('roses', 2)","('fearfully', None)","('on', 1)","(('fearfully', 'on'), None)","('thorns', 1)","(('fearfully', 'on', 'thorns'), None)","('did', 1)"
"('fearfully', None)","('on', 1)","('thorns', 1)","(('on', 'thorns'), None)","('did', 1)","(('on', 'thorns', 'did'), None)","('stand', 1)"
"('on', 1)","('thorns', 1)","('did', 1)","(('thorns', 'did'), None)","('stand', 1)","(('thorns', 'did', 'stand'), None)","(',', 0)"
"('thorns', 1)","('did', 1)","('stand', 1)","(('did', 'stand'), None)","(',', 0)","(('did', 'stand', ','), None)","('\n', 0)"
"('did', 1)","('stand', 1)","(',', 0)","(('stand', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('stand', 1)","(',', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('one', 1)","('blushing', 2)","(('one', 'blushing'), None)","('shame', 1)","(('one', 'blushing', 'shame'), None)","(',', 0)"
"('one', 1)","('blushing', 2)","('shame', 1)","(('blushing', 'shame'), None)","(',', 0)","(('blushing', 'shame', ','), None)","('another', 3)"
"('blushing', 2)","('shame', 1)","(',', 0)","(('shame', ','), None)","('another', 3)","(('shame', ',', 'another'), None)","('white', 1)"
"('shame', 1)","(',', 0)","('another', 3)","((',', 'another'), None)","('white', 1)","((',', 'another', 'white'), None)","('despair', 2)"
"(',', 0)","('another', 3)","('white', 1)","(('another', 'white'), None)","('despair', 2)","(('another', 'white', 'despair'), None)","(';', 0)"
"('another', 3)","('white', 1)","('despair', 2)","(('white', 'despair'), None)","(';', 0)","(('white', 'despair', ';'), None)","('\n', 0)"
"('white', 1)","('despair', 2)","(';', 0)","(('despair', ';'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('despair', 2)","(';', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('a', 1)","('third', 1)","(('a', 'third'), None)","(',', 0)","(('a', 'third', ','), None)","('nor', 1)"
"('a', 1)","('third', 1)","(',', 0)","(('third', ','), None)","('nor', 1)","(('third', ',', 'nor'), None)","('red', 1)"
"('third', 1)","(',', 0)","('nor', 1)","((',', 'nor'), None)","('red', 1)","((',', 'nor', 'red'), None)","('nor', 1)"
"(',', 0)","('nor', 1)","('red', 1)","(('nor', 'red'), None)","('nor', 1)","(('nor', 'red', 'nor'), None)","('white', 1)"
"('nor', 1)","('red', 1)","('nor', 1)","(('red', 'nor'), None)","('white', 1)","(('red', 'nor', 'white'), None)","(',', 0)"
"('red', 1)","('nor', 1)","('white', 1)","(('nor', 'white'), None)","(',', 0)","(('nor', 'white', ','), None)","('had', 1)"
"('nor', 1)","('white', 1)","(',', 0)","(('white', ','), None)","('had', 1)","(('white', ',', 'had'), None)","(""stol'n"", None)"
"('white', 1)","(',', 0)","('had', 1)","((',', 'had'), None)","(""stol'n"", None)","((',', 'had', ""stol'n""), None)","('of', 1)"
"(',', 0)","('had', 1)","(""stol'n"", None)","(('had', ""stol'n""), None)","('of', 1)","(('had', ""stol'n"", 'of'), None)","('both', 1)"
"('had', 1)","(""stol'n"", None)","('of', 1)","((""stol'n"", 'of'), None)","('both', 1)","((""stol'n"", 'of', 'both'), None)","('\n', 0)"
"(""stol'n"", None)","('of', 1)","('both', 1)","(('of', 'both'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('of', 1)","('both', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('and', 1)","('to', 1)","(('and', 'to'), None)","('his', 1)","(('and', 'to', 'his'), None)","('robbery', 3)"
"('and', 1)","('to', 1)","('his', 1)","(('to', 'his'), None)","('robbery', 3)","(('to', 'his', 'robbery'), None)","('had', 1)"
"('to', 1)","('his', 1)","('robbery', 3)","(('his', 'robbery'), None)","('had', 1)","(('his', 'robbery', 'had'), None)","(""annex'd"", None)"
"('his', 1)","('robbery', 3)","('had', 1)","(('robbery', 'had'), None)","(""annex'd"", None)","(('robbery', 'had', ""annex'd""), None)","('thy', 1)"
"('robbery', 3)","('had', 1)","(""annex'd"", None)","(('had', ""annex'd""), None)","('thy', 1)","(('had', ""annex'd"", 'thy'), None)","('breath', 1)"
"('had', 1)","(""annex'd"", None)","('thy', 1)","((""annex'd"", 'thy'), None)","('breath', 1)","((""annex'd"", 'thy', 'breath'), None)","(';', 0)"
"(""annex'd"", None)","('thy', 1)","('breath', 1)","(('thy', 'breath'), None)","(';', 0)","(('thy', 'breath', ';'), None)","('\n', 0)"
"('thy', 1)","('breath', 1)","(';', 0)","(('breath', ';'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('breath', 1)","(';', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('but', 1)","(',', 0)","(('but', ','), None)","('for', 1)","(('but', ',', 'for'), None)","('his', 1)"
"('but', 1)","(',', 0)","('for', 1)","((',', 'for'), None)","('his', 1)","((',', 'for', 'his'), None)","('theft', 1)"
"(',', 0)","('for', 1)","('his', 1)","(('for', 'his'), None)","('theft', 1)","(('for', 'his', 'theft'), None)","(',', 0)"
"('for', 1)","('his', 1)","('theft', 1)","(('his', 'theft'), None)","(',', 0)","(('his', 'theft', ','), None)","('in', 1)"
"('his', 1)","('theft', 1)","(',', 0)","(('theft', ','), None)","('in', 1)","(('theft', ',', 'in'), None)","('pride', 1)"
"('theft', 1)","(',', 0)","('in', 1)","((',', 'in'), None)","('pride', 1)","((',', 'in', 'pride'), None)","('of', 1)"
"(',', 0)","('in', 1)","('pride', 1)","(('in', 'pride'), None)","('of', 1)","(('in', 'pride', 'of'), None)","('all', 1)"
"('in', 1)","('pride', 1)","('of', 1)","(('pride', 'of'), None)","('all', 1)","(('pride', 'of', 'all'), None)","('his', 1)"
"('pride', 1)","('of', 1)","('all', 1)","(('of', 'all'), None)","('his', 1)","(('of', 'all', 'his'), None)","('growth', 1)"
"('of', 1)","('all', 1)","('his', 1)","(('all', 'his'), None)","('growth', 1)","(('all', 'his', 'growth'), None)","('\n', 0)"
"('all', 1)","('his', 1)","('growth', 1)","(('his', 'growth'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('his', 1)","('growth', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('a', 1)","('vengeful', 2)","(('a', 'vengeful'), None)","('canker', 2)","(('a', 'vengeful', 'canker'), None)","('eat', 1)"
"('a', 1)","('vengeful', 2)","('canker', 2)","(('vengeful', 'canker'), None)","('eat', 1)","(('vengeful', 'canker', 'eat'), None)","('him', 1)"
"('vengeful', 2)","('canker', 2)","('eat', 1)","(('canker', 'eat'), None)","('him', 1)","(('canker', 'eat', 'him'), None)","('up', 1)"
"('canker', 2)","('eat', 1)","('him', 1)","(('eat', 'him'), None)","('up', 1)","(('eat', 'him', 'up'), None)","('to', 1)"
"('eat', 1)","('him', 1)","('up', 1)","(('him', 'up'), None)","('to', 1)","(('him', 'up', 'to'), None)","('death', 1)"
"('him', 1)","('up', 1)","('to', 1)","(('up', 'to'), None)","('death', 1)","(('up', 'to', 'death'), None)","('.', 0)"
"('up', 1)","('to', 1)","('death', 1)","(('to', 'death'), None)","('.', 0)","(('to', 'death', '.'), None)","('\n', 0)"
"('to', 1)","('death', 1)","('.', 0)","(('death', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('death', 1)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('more', 1)","('flowers', 2)","(('more', 'flowers'), None)","('i', 1)","(('more', 'flowers', 'i'), None)","('noted', 2)"
"('more', 1)","('flowers', 2)","('i', 1)","(('flowers', 'i'), None)","('noted', 2)","(('flowers', 'i', 'noted'), None)","(',', 0)"
"('flowers', 2)","('i', 1)","('noted', 2)","(('i', 'noted'), None)","(',', 0)","(('i', 'noted', ','), None)","('yet', 1)"
"('i', 1)","('noted', 2)","(',', 0)","(('noted', ','), None)","('yet', 1)","(('noted', ',', 'yet'), None)","('i', 1)"
"('noted', 2)","(',', 0)","('yet', 1)","((',', 'yet'), None)","('i', 1)","((',', 'yet', 'i'), None)","('none', 1)"
"(',', 0)","('yet', 1)","('i', 1)","(('yet', 'i'), None)","('none', 1)","(('yet', 'i', 'none'), None)","('could', 1)"
"('yet', 1)","('i', 1)","('none', 1)","(('i', 'none'), None)","('could', 1)","(('i', 'none', 'could'), None)","('see', 1)"
"('i', 1)","('none', 1)","('could', 1)","(('none', 'could'), None)","('see', 1)","(('none', 'could', 'see'), None)","('\n', 0)"
"('none', 1)","('could', 1)","('see', 1)","(('could', 'see'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('could', 1)","('see', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('but', 1)","('sweet', 1)","(('but', 'sweet'), None)","('or', 1)","(('but', 'sweet', 'or'), None)","('colour', 2)"
"('but', 1)","('sweet', 1)","('or', 1)","(('sweet', 'or'), None)","('colour', 2)","(('sweet', 'or', 'colour'), None)","('it', 1)"
"('sweet', 1)","('or', 1)","('colour', 2)","(('or', 'colour'), None)","('it', 1)","(('or', 'colour', 'it'), None)","('had', 1)"
"('or', 1)","('colour', 2)","('it', 1)","(('colour', 'it'), None)","('had', 1)","(('colour', 'it', 'had'), None)","(""stol'n"", None)"
"('colour', 2)","('it', 1)","('had', 1)","(('it', 'had'), None)","(""stol'n"", None)","(('it', 'had', ""stol'n""), None)","('from', 1)"
"('it', 1)","('had', 1)","(""stol'n"", None)","(('had', ""stol'n""), None)","('from', 1)","(('had', ""stol'n"", 'from'), None)","('thee', 1)"
"('had', 1)","(""stol'n"", None)","('from', 1)","((""stol'n"", 'from'), None)","('thee', 1)","((""stol'n"", 'from', 'thee'), None)","('.', 0)"
"(""stol'n"", None)","('from', 1)","('thee', 1)","(('from', 'thee'), None)","('.', 0)","(('from', 'thee', '.'), None)","('\n', 0)"
"('from', 1)","('thee', 1)","('.', 0)","(('thee', '.'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('thee', 1)","('.', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('where', 1)","('art', 1)","(('where', 'art'), None)","('thou', 1)","(('where', 'art', 'thou'), None)","(',', 0)"
"('where', 1)","('art', 1)","('thou', 1)","(('art', 'thou'), None)","(',', 0)","(('art', 'thou', ','), None)","('muse', 1)"
"('art', 1)","('thou', 1)","(',', 0)","(('thou', ','), None)","('muse', 1)","(('thou', ',', 'muse'), None)","(',', 0)"
"('thou', 1)","(',', 0)","('muse', 1)","((',', 'muse'), None)","(',', 0)","((',', 'muse', ','), None)","('that', 1)"
"(',', 0)","('muse', 1)","(',', 0)","(('muse', ','), None)","('that', 1)","(('muse', ',', 'that'), None)","('thou', 1)"
"('muse', 1)","(',', 0)","('that', 1)","((',', 'that'), None)","('thou', 1)","((',', 'that', 'thou'), None)","(""forget'st"", None)"
"(',', 0)","('that', 1)","('thou', 1)","(('that', 'thou'), None)","(""forget'st"", None)","(('that', 'thou', ""forget'st""), None)","('so', 1)"
"('that', 1)","('thou', 1)","(""forget'st"", None)","(('thou', ""forget'st""), None)","('so', 1)","(('thou', ""forget'st"", 'so'), None)","('long', 1)"
"('thou', 1)","(""forget'st"", None)","('so', 1)","((""forget'st"", 'so'), None)","('long', 1)","((""forget'st"", 'so', 'long'), None)","('\n', 0)"
"(""forget'st"", None)","('so', 1)","('long', 1)","(('so', 'long'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('so', 1)","('long', 1)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","('to', 1)","('speak', 1)","(('to', 'speak'), None)","('of', 1)","(('to', 'speak', 'of'), None)","('that', 1)"
"('to', 1)","('speak', 1)","('of', 1)","(('speak', 'of'), None)","('that', 1)","(('speak', 'of', 'that'), None)","('which', 1)"
"('speak', 1)","('of', 1)","('that', 1)","(('of', 'that'), None)","('which', 1)","(('of', 'that', 'which'), None)","('gives', 1)"
"('of', 1)","('that', 1)","('which', 1)","(('that', 'which'), None)","('gives', 1)","(('that', 'which', 'gives'), None)","('thee', 1)"
"('that', 1)","('which', 1)","('gives', 1)","(('which', 'gives'), None)","('thee', 1)","(('which', 'gives', 'thee'), None)","('all', 1)"
"('which', 1)","('gives', 1)","('thee', 1)","(('gives', 'thee'), None)","('all', 1)","(('gives', 'thee', 'all'), None)","('thy', 1)"
"('gives', 1)","('thee', 1)","('all', 1)","(('thee', 'all'), None)","('thy', 1)","(('thee', 'all', 'thy'), None)","('might', 1)"
"('thee', 1)","('all', 1)","('thy', 1)","(('all', 'thy'), None)","('might', 1)","(('all', 'thy', 'might'), None)","('?', None)"
"('all', 1)","('thy', 1)","('might', 1)","(('thy', 'might'), None)","('?', None)","(('thy', 'might', '?'), None)","('\n', 0)"
"('thy', 1)","('might', 1)","('?', None)","(('might', '?'), None)","('\n', 0)","('\n', 0)","('\n', 0)"
"('might', 1)","('?', None)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)","('\n', 0)"
"('\n', 0)","(""spend'st"", None)","('thou', 1)","((""spend'st"", 'thou'), None)","('thy', 1)","((""spend'st"", 'thou', 'thy'), None)","('fury', 2)"
"(""spend'st"", None)","('thou', 1)","('thy', 1)","(('thou', 'thy'), None)","('fury', 2)","(('thou', 'thy', 'fury'), None)","('on', 1)"
"('thou', 1)","('thy', 1)","('fury', 2)","(('thy', 'fury'), None)","('on', 1)","(('thy', 'fury', 'on'), None)","('some', 1)"
"('thy', 1)","('fury', 2)","('on', 1)","(('fury', 'on'), None)","('some', 1)","(('fury', 'on', 'some'), None)","('worthless', 2)"
"('fury', 2)","('on', 1)","('some', 1)","(('on', 'some'), None)","('worthless', 2)","(('on', 'some', 'worthless'), None)","('song', 1)"
"('on', 1)","('some', 1)","('worthless', 2)","(('some', 'worthless'), None)","('song', 1)","(('some', 'worthless', 'song'), None)","(',', 0)"
"('some', 1)","('worthless', 2)","('song', 1)","(('worthless', 'song'), None)","(',', 0)","(('worthless', 'song', ','), None)","('\n', 0)"
"('worthless', 2)","('song', 1)","(',', 0)","(('song', ','), None)","('\n', 0)","('\n', 0)","('\n', 0)"
